"IDVenta","Unidades","Ingresos por productos (MXN)","Cargo por venta e impuestos","Costos de envío","Total (MXN)","Venta por publicidad","IDproducto","Canal de venta","Precio unitario de venta de la publicación (MXN)","Municipio/Alcaldía","Estado","Código postal","Forma de entrega","Transportista","Fecha Venta","FechaCamino","FechaEntrega"
"2000002839055492",2,332.5,-125.680000305176,-21.3999996185303,206.820007324219,"Sí","MLM797896213","Mercado Libre",166.25,"Celaya","Guanajuato",38010,"Mercado Envíos Full","Mercado Envios","21/02/2022","2022/02/22 00:00:00","2022/02/22 00:00:00"
"2000002838987175",1,166.25,-62.8400001525879,-54.3600006103516,103.410003662109,"Sí","MLM797896213","Mercado Libre",166.25,"Toluca","Estado De México",50170,"Mercado Envíos Full","Mercado Envios","21/02/2022","2022/02/22 00:00:00","2022/02/22 00:00:00"
"2000002838934718",2,490,-161.509994506836,-47.7999992370605,328.489990234375,"Sí","MLM759252135","Mercado Libre",245,"San Juan De Los Lagos","Jalisco",47059,"Correo y puntos de despacho","Mercado Envios","21/02/2022","2022/02/21 00:00:00","2022/02/22 00:00:00"
"2000002838581753",1,166.25,-62.8400001525879,0,103.410003662109,"No","MLM797896213","Mercado Libre",166.25,"Platon Sánchez","Veracruz",92140,"Mercado Envíos Full","Mercado Envios","20/02/2022","2022/02/21 00:00:00","2022/02/23 00:00:00"
"5278071327",1,245,-80.7600021362305,-96,164.240005493164,"Sí","MLM759252135","Mercado Libre",245,"Querétaro","Querétaro",76121,"Correo y puntos de despacho","Mercado Envios","20/02/2022","2022/02/21 00:00:00","2022/02/22 00:00:00"
"2000002838545902",1,245,-80.7600021362305,-99,164.240005493164,"Sí","MLM759252135","Mercado Libre",245,"Arenal","Jalisco",45368,"Correo y puntos de despacho","Mercado Envios","20/02/2022","2022/02/21 00:00:00","2022/02/22 00:00:00"
"2000002838535655",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Jilotepec","Estado De México",54250,"Mercado Envíos Full","Mercado Envios","20/02/2022","2022/02/21 00:00:00","2022/02/21 00:00:00"
"2000002838385522",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM797896213","Mercado Libre",166.25,"Yahualica De González Gallo","Jalisco",47327,"Mercado Envíos Full","FedEx","20/02/2022","2022/02/21 00:00:00","2022/02/24 00:00:00"
"2000002838295769",2,332.5,-125.680000305176,0,206.820007324219,"No","MLM797896213","Mercado Libre",166.25,"Ixtlahuaca","Estado De México",50740,"Mercado Envíos Full","Mercado Envios","20/02/2022","2022/02/21 00:00:00","2022/02/21 00:00:00"
"5277049867",1,175,-64.8300018310547,-89,110.169998168945,"Sí","MLM775876787","Mercado Libre",175,"Alvaro Obregón","Distrito Federal",1710,"Correo y puntos de despacho","Mercado Envios","20/02/2022","2022/02/21 00:00:00","2022/02/22 00:00:00"
"5276971003",1,166.25,-62.8400001525879,-89,103.410003662109,"Sí","MLM797896213","Mercado Libre",166.25,"Nezahualcoyotl","Estado De México",57139,"Mercado Envíos Full","Mercado Envios","20/02/2022","2022/02/21 00:00:00","2022/02/21 00:00:00"
"2000002838131667",1,166.25,-62.8400001525879,0,103.410003662109,"No","MLM797896213","Mercado Libre",166.25,"Coyoacán","Distrito Federal",4470,"Mercado Envíos Full","Mercado Envios","20/02/2022","2022/02/20 00:00:00","2022/02/20 00:00:00"
"2000002838024309",1,166.25,-62.8400001525879,-20.2000007629395,103.410003662109,"No","MLM797896213","Mercado Libre",166.25,"Zapotlanejo","Jalisco",45430,"Mercado Envíos Full","Mercado Envios","20/02/2022","2022/02/20 00:00:00","2022/02/21 00:00:00"
"2000002837979168",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Saucillo","Chihuahua",33620,"Mercado Envíos Full","Mercado Envios","19/02/2022","2022/02/20 00:00:00","2022/02/22 00:00:00"
"2000002837871055",1,147.25,-58.5200004577637,0,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Metepec","Estado De México",52176,"Mercado Envíos Full","Mercado Envios","19/02/2022","2022/02/20 00:00:00","2022/02/21 00:00:00"
"2000002837851237",2,332.5,-125.680000305176,0,206.820007324219,"No","MLM797896213","Mercado Libre",166.25,"Iztacalco","Distrito Federal",8500,"Mercado Envíos Full","Mercado Envios","19/02/2022","2022/02/21 00:00:00","2022/02/21 00:00:00"
"5274658997",1,245,-80.7600021362305,-107,164.240005493164,"No","MLM759252135","Mercado Libre",245,"Oaxaca De Juárez","Oaxaca",68028,"Correo y puntos de despacho","Mercado Envios","19/02/2022","2022/02/19 00:00:00","2022/02/20 00:00:00"
"2000002837504260",3,498.75,-188.520004272461,0,310.230010986328,"Sí","MLM797896213","Mercado Libre",166.25,"Manzanillo","Colima",28218,"Mercado Envíos Full","Mercado Envios","19/02/2022","2022/02/19 00:00:00","2022/02/21 00:00:00"
"5272741285",1,175,-64.8300018310547,-105,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Durango","Durango",34170,"Mercado Envíos Full","Mercado Envios","18/02/2022","2022/02/18 00:00:00","2022/02/19 00:00:00"
"2000002836785835",2,294.5,-117.029998779297,0,177.470001220703,"No","MLM797897673","Mercado Libre",147.25,"Querétaro","Querétaro",76030,"Mercado Envíos Full","Mercado Envios","17/02/2022","2022/02/18 00:00:00","2022/02/18 00:00:00"
"2000002836630874",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Santa Catarina","Nuevo León",66129,"Mercado Envíos Full","Mercado Envios","17/02/2022","2022/02/18 00:00:00","2022/02/19 00:00:00"
"2000002836546677",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Comitán De Domínguez","Chiapas",30000,"Mercado Envíos Full","Mercado Envios","17/02/2022","2022/02/17 00:00:00","2022/02/19 00:00:00"
"2000002836358203",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Nogales","Veracruz",94720,"Mercado Envíos Full","Mercado Envios","17/02/2022","2022/02/17 00:00:00","2022/02/18 00:00:00"
"5268962088",1,175,-64.8300018310547,-129,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Hermosillo","Sonora",83170,"Mercado Envíos Full","Mercado Envios","16/02/2022","2022/02/17 00:00:00","2022/02/18 00:00:00"
"2000002835948085",1,285,-89.870002746582,0,195.130004882813,"Sí","MLM937274388","Mercado Libre",285,"Atizapán De Zaragoza","Estado De México",52946,"Mercado Envíos Full","Mercado Envios","16/02/2022","2022/02/18 00:00:00","2022/02/18 00:00:00"
"2000002835770071",1,285,-89.870002746582,0,195.130004882813,"Sí","MLM937274388","Mercado Libre",285,"Reynosa","Tamaulipas",88730,"Mercado Envíos Full","Mercado Envios","16/02/2022","2022/02/16 00:00:00","2022/02/17 00:00:00"
"2000002835689181",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Tizayuca","Hidalgo",43802,"Mercado Envíos Full","Mercado Envios","16/02/2022","2022/02/17 00:00:00","2022/02/17 00:00:00"
"2000002835616835",2,294.5,-117.029998779297,-94,177.470001220703,"Sí","MLM797897673","Mercado Libre",147.25,"Izucar De Matamoros","Puebla",74448,"Mercado Envíos Full","Mercado Envios","16/02/2022","2022/02/17 00:00:00","2022/02/17 00:00:00"
"5266717685",1,285,-89.870002746582,-98,195.130004882813,"No","MLM937274388","Mercado Libre",285,"Boca Del Río","Veracruz",94296,"Mercado Envíos Full","Mercado Envios","16/02/2022","2022/02/16 00:00:00","2022/02/17 00:00:00"
"2000002835097659",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM797896213","Mercado Libre",175,"Nogales","Veracruz",94720,"Mercado Envíos Full","Mercado Envios","15/02/2022","2022/02/15 00:00:00","2022/02/16 00:00:00"
"2000002835045312",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Iztapalapa","Distrito Federal",9090,"Mercado Envíos Full","Mercado Envios","15/02/2022","2022/02/16 00:00:00","2022/02/16 00:00:00"
"2000002835043852",2,570,-179.720001220703,0,390.279998779297,"Sí","MLM937274388","Mercado Libre",285,"Santiago Ixcuintla","Nayarit",63579,"Mercado Envíos Full","Mercado Envios","15/02/2022","2022/02/16 00:00:00","2022/02/16 00:00:00"
"5265226020",1,285,-89.870002746582,-94,195.130004882813,"No","MLM937274388","Mercado Libre",285,"Calimaya","Estado De México",52226,"Mercado Envíos Full","Mercado Envios","15/02/2022","2022/02/16 00:00:00","2022/02/16 00:00:00"
"2000002834870151",1,285,-89.870002746582,0,195.130004882813,"Sí","MLM937274388","Mercado Libre",285,"Ciudad Madero","Tamaulipas",89506,"Mercado Envíos Full","Mercado Envios","15/02/2022","2022/02/15 00:00:00","2022/02/16 00:00:00"
"2000002834843546",1,147.25,-58.5200004577637,0,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Culiacán","Sinaloa",80240,"Mercado Envíos Full","Mercado Envios","15/02/2022","2022/02/16 00:00:00","2022/02/16 00:00:00"
"2000002834747842",1,285,-89.870002746582,0,195.130004882813,"Sí","MLM937274388","Mercado Libre",285,"Chignahuapan","Puebla",73300,"Mercado Envíos Full","Mercado Envios","15/02/2022","2022/02/16 00:00:00","2022/02/16 00:00:00"
"2000002834368019",1,166.25,-62.8400001525879,0,103.410003662109,"No","MLM797899556","Mercado Libre",166.25,"General Escobedo","Nuevo León",66072,"Mercado Envíos Full","Mercado Envios","14/02/2022","2022/02/15 00:00:00","2022/02/16 00:00:00"
"2000002834353921",4,589,-234.059997558594,0,354.940002441406,"No","MLM797897673","Mercado Libre",147.25,"Tlaxco","Tlaxcala",90250,"Mercado Envíos Full","Mercado Envios","14/02/2022","2022/02/15 00:00:00","2022/02/15 00:00:00"
"5262250647",1,175,-64.8300018310547,-105,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Muzquiz","Coahuila",26370,"Mercado Envíos Full","Mercado Envios","14/02/2022","2022/02/15 00:00:00","2022/02/17 00:00:00"
"2000002834170619",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Culiacán","Sinaloa",80058,"Mercado Envíos Full","Mercado Envios","14/02/2022","2022/02/14 00:00:00","2022/02/15 00:00:00"
"5260082263",1,147.25,-58.5200004577637,-89,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Ixtapaluca","Estado De México",56577,"Mercado Envíos Full","Mercado Envios","13/02/2022","2022/02/14 00:00:00","2022/02/14 00:00:00"
"2000002833359926",5,736.25,-292.579986572266,0,443.670013427734,"Sí","MLM797897673","Mercado Libre",147.25,"Juárez","Nuevo León",67250,"Mercado Envíos Full","Mercado Envios","13/02/2022","2022/02/14 00:00:00","2022/02/15 00:00:00"
"5259694498",1,166.25,-62.8400001525879,-94,103.410003662109,"No","MLM797896213","Mercado Libre",166.25,"Pedro Escobedo","Querétaro",76700,"Mercado Envíos Full","Mercado Envios","13/02/2022","2022/02/14 00:00:00","2022/02/14 00:00:00"
"2000002833384124",2,570,-179.720001220703,0,390.279998779297,"No","MLM937274388","Mercado Libre",285,"García","Nuevo León",66035,"Correo y puntos de despacho","Mercado Envios","13/02/2022","2022/02/14 00:00:00","2022/02/15 00:00:00"
"5259282291",1,498.75,-113.51000213623,-78,307.239990234375,"No","MLM803071179","Mercado Libre",498.75,"Iztacalco","Distrito Federal",8500,"Mercado Envíos Full","Mercado Envios","13/02/2022","2022/02/13 00:00:00","2022/02/13 00:00:00"
"2000002832755258",1,147.25,-58.5200004577637,0,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Tultitlán","Estado De México",54930,"Mercado Envíos Full","Mercado Envios","12/02/2022","2022/02/12 00:00:00","2022/02/12 00:00:00"
"5256466310",1,166.25,-62.8400001525879,-97,103.410003662109,"Sí","MLM797896213","Mercado Libre",166.25,"San Miguel El Alto","Jalisco",47140,"Correo y puntos de despacho","Mercado Envios","11/02/2022","2022/02/12 00:00:00","2022/02/13 00:00:00"
"5256369263",1,498.75,-113.51000213623,-78,307.239990234375,"No","MLM803071179","Mercado Libre",498.75,"Xochimilco","Distrito Federal",16080,"Mercado Envíos Full","Mercado Envios","11/02/2022","2022/02/13 00:00:00","2022/02/13 00:00:00"
"5256126902",1,185,-67.0999984741211,-89,117.900001525879,"No","MLM1372473196","Mercado Libre",185,"Miguel Hidalgo","Distrito Federal",11400,"Correo y puntos de despacho","Mercado Envios","11/02/2022","2022/02/12 00:00:00","2022/02/13 00:00:00"
"5255361144",1,498.75,-113.51000213623,-78,307.239990234375,"No","MLM803071179","Mercado Libre",498.75,"Gustavo A. Madero","Distrito Federal",7420,"Mercado Envíos Full","Mercado Envios","11/02/2022","2022/02/11 00:00:00","2022/02/11 00:00:00"
"2000002831596499",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Tláhuac","Distrito Federal",13050,"Mercado Envíos Full","Mercado Envios","10/02/2022","2022/02/11 00:00:00","2022/02/11 00:00:00"
"2000002831504728",1,285,-89.870002746582,-98,195.130004882813,"Sí","MLM937274388","Mercado Libre",285,"Salamanca","Guanajuato",36765,"Correo y puntos de despacho","Mercado Envios","10/02/2022","2022/02/10 00:00:00","2022/02/11 00:00:00"
"2000002831346567",1,147.25,-58.5200004577637,-25.8199996948242,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Fortín","Veracruz",94474,"Mercado Envíos Full","Mercado Envios","10/02/2022","2022/02/10 00:00:00","2022/02/12 00:00:00"
"2000002831151158",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM797896213","Mercado Libre",175,"Lerma","Estado De México",52040,"Correo y puntos de despacho","Mercado Envios","09/02/2022","2022/02/10 00:00:00","2022/02/11 00:00:00"
"2000002831007974",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Miguel Hidalgo","Distrito Federal",11870,"Mercado Envíos Full","Mercado Envios","09/02/2022","2022/02/10 00:00:00","2022/02/11 00:00:00"
"2000002831004741",1,295,-92.129997253418,0,202.869995117188,"No","MLM774183442","Mercado Libre",295,"Tizapán El Alto","Jalisco",49400,"Mercado Envíos Full","Mercado Envios","09/02/2022","2022/02/10 00:00:00","2022/02/11 00:00:00"
"5250727786",1,185.25,-67.1699981689453,-89,118.080001831055,"No","MLM757130284","Mercado Libre",185.25,"Venustiano Carranza","Distrito Federal",15530,"Correo y puntos de despacho","Mercado Envios","09/02/2022","2022/02/10 00:00:00","2022/02/11 00:00:00"
"2000002830653771",1,255,-83.0400009155273,-100,171.960006713867,"Sí","MLM759252135","Mercado Libre",255,"Salamanca","Guanajuato",36765,"Correo y puntos de despacho","Mercado Envios","09/02/2022","2022/02/09 00:00:00","2022/02/10 00:00:00"
"2000002829482012",2,390,-138.759994506836,0,251.240005493164,"Sí","MLM807098869","Mercado Libre",195,"Ciudad Madero","Tamaulipas",89514,"Correo y puntos de despacho","Mercado Envios","09/02/2022","2022/02/09 00:00:00","2022/02/10 00:00:00"
"2000002830401330",1,175.75,-65,0,110.75,"No","MLM797338526","Mercado Libre",175.75,"Benito juárez","Distrito Federal",3020,"Mercado Envíos Full","Mercado Envios","09/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"2000002830310497",2,390,-138.759994506836,0,251.240005493164,"No","MLM807098869","Mercado Libre",195,"Valle De Santiago","Guanajuato",38400,"Correo y puntos de despacho","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/10 00:00:00"
"5248013662",1,185.25,-67.1699981689453,-89,118.080001831055,"No","MLM757130284","Mercado Libre",185.25,"Huixquilucan","Estado De México",52763,"Correo y puntos de despacho","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/10 00:00:00"
"5247817417",1,425,-96.7200012207031,-67.5,260.779998779297,"No","MLM737416325","Mercado Libre",425,"Acapulco","Guerrero",39350,"Correo y puntos de despacho","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/10 00:00:00"
"2000002830146601",1,175.75,-65,0,110.75,"No","MLM797338526","Mercado Libre",175.75,"Teziutlan","Puebla",73800,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/08 00:00:00","2022/02/10 00:00:00"
"2000002830101317",3,441.75,-175.550003051758,0,266.200012207031,"No","MLM797897673","Mercado Libre",147.25,"La Paz","Estado De México",56400,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"2000002829945695",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Milpa Alta","Distrito Federal",12100,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"2000002829750814",1,147.25,-58.5200004577637,-61.2200012207031,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Muzquiz","Coahuila",26370,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/10 00:00:00"
"2000002829711565",3,525,-194.490005493164,0,330.510009765625,"Sí","MLM797896213","Mercado Libre",175,"León","Guanajuato",37004,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"2000002829697081",1,175,-64.8300018310547,-22,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Veracruz","Veracruz",91777,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/08 00:00:00","2022/02/09 00:00:00"
"5246009507",1,498.75,-113.51000213623,-78,307.239990234375,"No","MLM803071179","Mercado Libre",498.75,"León","Guanajuato",37138,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"2000002829515294",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Poza Rica De Hidalgo","Veracruz",93340,"Mercado Envíos Full","Mercado Envios","08/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"2000002829335583",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM797896213","Mercado Libre",175,"Ecatepec de Morelos","Estado De México",55080,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"2000002829305206",1,147.25,-58.5200004577637,0,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Nicolás Romero","Estado De México",54409,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/08 00:00:00","2022/02/10 00:00:00"
"5244526927",1,595,-46.1599998474121,-78,470.839996337891,"No","MLM768807347","Mercado Shops",595,"Gabriel Zamora","Michoacán",61730,"Correo y puntos de despacho","Mercado Envios","07/02/2022","2022/02/08 00:00:00","2022/02/10 00:00:00"
"2000002829067704",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM797896213","Mercado Libre",175,"Juárez","Nuevo León",67275,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/07 00:00:00","2022/02/08 00:00:00"
"5243784900",1,295,-92.129997253418,-89,202.869995117188,"No","MLM774183442","Mercado Libre",295,"Huixquilucan","Estado De México",52763,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/08 00:00:00","2022/02/08 00:00:00"
"5243779473",1,175,-64.8300018310547,-94,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Colon","Querétaro",76288,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/08 00:00:00","2022/02/08 00:00:00"
"5242085046",1,147.25,-58.5200004577637,-105,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Mazatlán","Sinaloa",82140,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/07 00:00:00","2022/02/08 00:00:00"
"2000002828940344",1,147.25,-58.5200004577637,-18.8600006103516,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Soledad De Graciano Sánchez","San Luis Potosí",78437,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/07 00:00:00","2022/02/08 00:00:00"
"2000002828625443",3,441.75,-175.550003051758,0,266.200012207031,"Sí","MLM797897673","Mercado Libre",147.25,"General Terán","Nuevo León",67400,"Mercado Envíos Full","Mercado Envios","07/02/2022","2022/02/07 00:00:00","2022/02/08 00:00:00"
"2000002828596613",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Tepeyahualco","Puebla",73997,"Mercado Envíos Full","FedEx","06/02/2022","2022/02/07 00:00:00","2022/02/11 00:00:00"
"2000002828543183",1,195,-69.379997253418,-97,125.620002746582,"No","MLM807098869","Mercado Libre",195,"La Barca","Jalisco",47910,"Correo y puntos de despacho","Mercado Envios","06/02/2022","2022/02/08 00:00:00","2022/02/09 00:00:00"
"5241851581",1,175,-64.8300018310547,-98,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Cunduacan","Tabasco",86690,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/07 00:00:00","2022/02/08 00:00:00"
"2000002828484678",2,390,-138.759994506836,0,251.240005493164,"Sí","MLM807098869","Mercado Libre",195,"Gustavo A. Madero","Distrito Federal",7870,"Correo y puntos de despacho","Mercado Envios","06/02/2022","2022/02/09 00:00:00","2022/02/09 00:00:00"
"5241673578",1,175,-64.8300018310547,-97,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Arandas","Jalisco",47180,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/07 00:00:00","2022/02/08 00:00:00"
"2000002828456697",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Ixtapaluca","Estado De México",56560,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/07 00:00:00","2022/02/07 00:00:00"
"5241485330",1,175,-64.8300018310547,-99,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Tepic","Nayarit",63000,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/07 00:00:00","2022/02/08 00:00:00"
"5241049886",1,175,-64.8300018310547,-94,110.169998168945,"No","MLM797896213","Mercado Libre",175,"León","Guanajuato",37000,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/07 00:00:00","2022/02/07 00:00:00"
"2000002828241503",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Cocula","Jalisco",48520,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/06 00:00:00","2022/02/07 00:00:00"
"2000002828174129",1,166.25,-62.8400001525879,0,103.410003662109,"No","MLM797899556","Mercado Libre",166.25,"Nicolás Romero","Estado De México",54440,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/07 00:00:00","2022/02/07 00:00:00"
"2000002828023344",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Juárez","Nuevo León",67255,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/06 00:00:00","2022/02/07 00:00:00"
"5240025308",1,175,-64.8300018310547,-99,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Gabriel Zamora","Michoacán",61730,"Mercado Envíos Full","Mercado Envios","06/02/2022","2022/02/06 00:00:00","2022/02/07 00:00:00"
"2000002827963912",1,195,-69.379997253418,-98,125.620002746582,"Sí","MLM807098869","Mercado Libre",195,"Xalapa","Veracruz",91100,"Correo y puntos de despacho","Mercado Envios","05/02/2022","2022/02/08 00:00:00","2022/02/09 00:00:00"
"2000002827945708",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Hermosillo","Sonora",83118,"Mercado Envíos Full","Mercado Envios","05/02/2022","2022/02/06 00:00:00","2022/02/07 00:00:00"
"2000002827806353",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Irapuato","Guanajuato",36626,"Mercado Envíos Full","Mercado Envios","05/02/2022","2022/02/06 00:00:00","2022/02/06 00:00:00"
"2000002827785101",3,525,-194.490005493164,0,330.510009765625,"No","MLM797896213","Mercado Libre",175,"Naucalpan","Estado De México",53100,"Mercado Envíos Full","Mercado Envios","05/02/2022","2022/02/06 00:00:00","2022/02/08 00:00:00"
"2000002827648300",3,441.75,-175.550003051758,0,266.200012207031,"No","MLM797897673","Mercado Libre",147.25,"Reynosa","Tamaulipas",88743,"Mercado Envíos Full","Mercado Envios","05/02/2022","2022/02/06 00:00:00","2022/02/06 00:00:00"
"2000002826705265",2,310,-120.550003051758,0,189.449996948242,"Sí","MLM797897673","Mercado Libre",155,"Tecamac","Estado De México",55770,"Mercado Envíos Full","Mercado Envios","03/02/2022","2022/02/04 00:00:00","2022/02/04 00:00:00"
"2000002826683932",2,310,-120.550003051758,-24.2000007629395,189.449996948242,"Sí","MLM797897673","Mercado Libre",155,"Matamoros","Tamaulipas",87300,"Mercado Envíos Full","Mercado Envios","03/02/2022","2022/02/04 00:00:00","2022/02/04 00:00:00"
"2000002826426248",2,510,-166.070007324219,0,343.929992675781,"No","MLM759252135","Mercado Libre",255,"Carmen","Campeche",24129,"Correo y puntos de despacho","Mercado Envios","03/02/2022","2022/02/04 00:00:00","2022/02/08 00:00:00"
"2000002826312443",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"San Jacinto Amilpas","Oaxaca",68285,"Mercado Envíos Full","Mercado Envios","03/02/2022","2022/02/03 00:00:00","2022/02/04 00:00:00"
"5233971873",1,175,-64.8300018310547,-94,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Puebla","Puebla",72490,"Mercado Envíos Full","Mercado Envios","03/02/2022","2022/02/04 00:00:00","2022/02/04 00:00:00"
"2000002826266311",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Apizaco","Tlaxcala",90407,"Mercado Envíos Full","Mercado Envios","03/02/2022","2022/02/04 00:00:00","2022/02/04 00:00:00"
"5233363860",1,488.25,-111.120002746582,-78,299.130004882813,"Sí","MLM803071179","Mercado Libre",488.25,"Guadalajara","Jalisco",44220,"Correo y puntos de despacho","Mercado Envios","03/02/2022","2022/02/03 00:00:00","2022/02/04 00:00:00"
"5232833366",1,255,-83.0400009155273,-100,171.960006713867,"Sí","MLM759252135","Mercado Libre",255,"Pichucalco","Chiapas",29520,"Correo y puntos de despacho","Mercado Envios","03/02/2022","2022/02/03 00:00:00","2022/02/05 00:00:00"
"5232716319",1,736.25,-167.570007324219,-78,490.679992675781,"No","MLM768807347","Mercado Libre",736.25,"Tepatitlan De Morelos","Jalisco",47700,"Correo y puntos de despacho","Mercado Envios","03/02/2022","2022/02/03 00:00:00","2022/02/04 00:00:00"
"2000002825798132",1,147.25,-58.5200004577637,-89,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Iztapalapa","Distrito Federal",9510,"Mercado Envíos Full","Mercado Envios","02/02/2022","2022/02/03 00:00:00","2022/02/03 00:00:00"
"2000002825768266",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Aguascalientes","Aguascalientes",20298,"Mercado Envíos Full","Mercado Envios","02/02/2022","2022/02/03 00:00:00","2022/02/03 00:00:00"
"2000002825132295",1,147.25,-58.5200004577637,-22.6700000762939,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Bahía De Banderas","Nayarit",63737,"Mercado Envíos Full","Mercado Envios","02/02/2022","2022/02/03 00:00:00","2022/02/03 00:00:00"
"2000002825513359",1,147.25,-58.5200004577637,0,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Cuauhtémoc","Distrito Federal",6450,"Mercado Envíos Full","Mercado Envios","02/02/2022","2022/02/02 00:00:00","2022/02/02 00:00:00"
